FromNodeNumber	ToNodeNumber	RoutingType	LoadType	MoveNumber	Speed	APlusMacro	EstimatedMoveTime	Distance	Cost	MaxLockTo	DetourAPlusMacro
3517	7230	AGV	ALL	35177230	-500	M35177230	0	2266	0	0	
3516	3517	AGV	ALL	35163517	1000	M35163517	0	1214	0	0	
4521	3538	AGV	ALL	45213538	700	M45213538	0	5530	0	0	
3517	3518	AGV	ALL	35173518	1000	M35173518	0	2381	0	0	
4542	2060	AGV	ALL	45422060	700	M45422060	0	9574	0	0	
3518	3519	AGV	ALL	35183519	1000	M35183519	0	1623	0	0	
3520	6740	AGV	ALL	35206740	-500	M35206740	0	3267	0	0	
3519	3520	AGV	ALL	35193520	1000	M35193520	0	1959	0	0	
3521	7260	AGV	ALL	35217260	-500	M35217260	0	2269	0	0	
3520	3521	AGV	ALL	35203521	1000	M35203521	0	1023	0	0	
3521	3522	AGV	ALL	35213522	1000	M35213522	0	2401	0	0	
2533	2071	AGV	ALL	25332071	600	M25332071	0	5990	0	0	
3522	3523	AGV	ALL	35223523	1000	M35223523	0	1879	0	0	
7160	7162	AGV	ALL	71607162	15	M71607162	0	0	0	0	
3523	3524	AGV	ALL	35233524	1000	M35233524	0	1722	0	0	
3524	7290	AGV	ALL	35247290	-500	M35247290	0	2630	0	0	
3524	3525	AGV	ALL	35243525	1000	M35243525	0	1770	0	0	
7162	7160	AGV	ALL	71627160	-15	M71627160	0	0	0	0	
3525	3526	AGV	ALL	35253526	1000	M35253526	0	1722	0	0	
3529	6340	AGV	ALL	35296340	-500	M35296340	0	3760	0	0	
3526	3527	AGV	ALL	35263527	1000	M35263527	0	2255	0	0	
3526	4007	AGV	ALL	35264007	600	M35264007	0	3680	0	0	
2014	2080	AGV	ALL	20142080	600	M20142080	0	5424	0	0	
611	615	APL	ALL	6110615	50	M06110615	0	1400	0	0	
3528	3529	AGV	ALL	35283529	1000	M35283529	0	5033	0	0	
3529	3530	AGV	ALL	35293530	1000	M35293530	0	1773	0	0	
3532	6360	AGV	ALL	35326360	-500	M35326360	0	4104	0	0	
3530	3531	AGV	ALL	35303531	1000	M35303531	0	2610	0	0	
3531	3532	AGV	ALL	35313532	1000	M35313532	0	3224	0	0	
3532	3533	AGV	ALL	35323533	1000	M35323533	0	3283	0	0	
3534	6380	AGV	ALL	35346380	-500	M35346380	0	3828	0	0	
3533	3534	AGV	ALL	35333534	1000	M35333534	0	3421	0	0	
3534	3535	AGV	ALL	35343535	1000	M35343535	0	4099	0	0	
3540	6400	AGV	ALL	35406400	-500	M35406400	0	3810	0	0	
3535	3536	AGV	ALL	35353536	1000	M35353536	0	4218	0	0	
3536	3537	AGV	ALL	35363537	1000	M35363537	0	1148	0	0	
612	611	APL	ALL	6120611	50	M06120611	0	700	0	0	
3537	3538	AGV	ALL	35373538	1000	M35373538	0	2451	0	0	
3537	4014	AGV	ALL	35374014	600	M35374014	0	4833	0	0	
3538	3539	AGV	ALL	35383539	1000	M35383539	0	5068	0	0	
3539	3540	AGV	ALL	35393540	1000	M35393540	0	4162	0	0	
3540	3541	AGV	ALL	35403541	1000	M35403541	0	3570	0	0	
3542	6420	AGV	ALL	35426420	-500	M35426420	0	3814	0	0	
3541	3542	AGV	ALL	35413542	1000	M35413542	0	3549	0	0	
3542	3543	AGV	ALL	35423543	1000	M35423543	0	4454	0	0	
3545	6440	AGV	ALL	35456440	-500	M35456440	0	4768	0	0	
3543	3544	AGV	ALL	35433544	1000	M35433544	0	1993	0	0	
2080	2081	AGV	ALL	20802081	-500	M20802081	0	2500	0	0	
3544	3545	AGV	ALL	35443545	1000	M35443545	0	1870	0	0	
7482	7473	AGV	ALL	74827473	700	M74827473	0	4062	0	0	
3545	3546	AGV	ALL	35453546	1000	M35453546	0	1783	0	0	
3551	6000	AGV	ALL	35516000	-500	M35516000	0	3830	0	0	
5001	5000	AGV	ALL	50015000	1000	M50015000	0	1713	0	0	
3546	3547	AGV	ALL	35463547	1000	M35463547	0	2846	0	0	
3546	4021	AGV	ALL	35464021	700	M35464021	0	4509	0	0	
5110	3042	AGV	ALL	51103042	600	M51103042	0	4886	0	0	
3547	3548	AGV	ALL	35473548	1000	M35473548	0	1403	0	0	
5110	5111	AGV	ALL	51105111	-500	M51105111	0	1788	0	0	
3548	3549	AGV	ALL	35483549	1000	M35483549	0	1477	0	0	
7180	7182	AGV	ALL	71807182	15	M71807182	0	0	0	0	
3549	3550	AGV	ALL	35493550	1000	M35493550	0	1881	0	0	
3549	4529	AGV	ALL	35494529	600	M35494529	0	3339	0	0	
5111	5110	AGV	ALL	51115110	1000	M51115110	0	1788	0	0	
3550	3551	AGV	ALL	35503551	1000	M35503551	0	2036	0	0	
4021	9242	AGV	ALL	40219242	-500	M40219242	0	1565	0	0	
3551	3552	AGV	ALL	35513552	1000	M35513552	0	2614	0	0	
3555	6020	AGV	ALL	35556020	-500	M35556020	0	3882	0	0	
3552	3553	AGV	ALL	35523553	1000	M35523553	0	1880	0	0	
4524	9221	AGV	ALL	45249221	600	M45249221	0	5096	0	0	
3553	3554	AGV	ALL	35533554	1000	M35533554	0	1448	0	0	
9221	2020	AGV	ALL	92212020	600	M92212020	0	6111	0	0	
3554	3555	AGV	ALL	35543555	1000	M35543555	0	1288	0	0	
612	613	APL	ALL	6120613	50	M06120613	0	1400	0	0	
3555	3556	AGV	ALL	35553556	1000	M35553556	0	2906	0	0	
3558	6040	AGV	ALL	35586040	-500	M35586040	0	3600	0	0	
3556	3557	AGV	ALL	35563557	1000	M35563557	0	1885	0	0	
9242	9240	AGV	ALL	92429240	600	M92429240	0	3993	0	0	
3557	3558	AGV	ALL	35573558	1000	M35573558	0	1886	0	0	
2081	2016	AGV	ALL	20812016	600	M20812016	0	5804	0	0	
3558	3559	AGV	ALL	35583559	1000	M35583559	0	1873	0	0	
3567	6060	AGV	ALL	35676060	-500	M35676060	0	3735	0	0	
7203	4010	AGV	ALL	72034010	1000	M72034010	0	1200	0	0	
3559	3560	AGV	ALL	35593560	1000	M35593560	0	1785	0	0	
2081	2517	AGV	ALL	20812517	600	M20812517	0	5695	0	0	
3560	3561	AGV	ALL	35603561	1000	M35603561	0	3998	0	0	
2515	2080	AGV	ALL	25152080	600	M25152080	0	5265	0	0	
3561	3562	AGV	ALL	35613562	1000	M35613562	0	1727	0	0	
3562	3563	AGV	ALL	35623563	1000	M35623563	0	1410	0	0	
2044	2145	AGV	ALL	20442145	1000	M20442145	0	1500	5000	0	
3563	3564	AGV	ALL	35633564	1000	M35633564	0	2346	0	0	
3563	4028	AGV	ALL	35634028	400	M35634028	0	3147	0	0	
2045	2146	AGV	ALL	20452146	1000	M20452146	0	1937	5000	0	
3564	3565	AGV	ALL	35643565	1000	M35643565	0	1888	0	0	
7182	7180	AGV	ALL	71827180	-15	M71827180	0	0	0	0	
2046	2147	AGV	ALL	20462147	1000	M20462147	0	1906	5000	0	
3565	3566	AGV	ALL	35653566	1000	M35653566	0	2361	0	0	
2047	2148	AGV	ALL	20472148	1000	M20472148	0	1838	5000	0	
3566	3567	AGV	ALL	35663567	1000	M35663567	0	3998	0	0	
3566	4600	AGV	ALL	35664600	600	M35664600	0	3245	0	0	
3567	3568	AGV	ALL	35673568	1000	M35673568	0	2936	0	0	
2048	2149	AGV	ALL	20482149	1000	M20482149	0	1913	5000	0	
3568	3569	AGV	ALL	35683569	1000	M35683569	0	4140	0	0	
3569	3570	AGV	ALL	35693570	1000	M35693570	0	1562	0	0	
7200	7202	AGV	ALL	72007202	15	M72007202	0	0	0	0	
3570	3571	AGV	ALL	35703571	1000	M35703571	0	3052	0	0	AreaCheckDetour(9130,4039,"WasteRoom")
2050	2151	AGV	ALL	20502151	1000	M20502151	0	2453	5000	0	
3571	3572	AGV	ALL	35713572	1000	M35713572	0	2507	0	0	
3572	3573	AGV	ALL	35723573	1000	M35723573	0	2399	0	0	
2051	2152	AGV	ALL	20512152	1000	M20512152	0	1859	5000	0	
3572	4602	AGV	ALL	35724602	600	M35724602	0	3269	0	0	
7202	7200	AGV	ALL	72027200	-15	M72027200	0	0	0	0	
2139	2039	AGV	ALL	21392039	500	M21392039	0	2146	0	0	
612	614	APL	ALL	6120614	-50	M06120614	0	700	0	0	
7202	7212	AGV	ALL	72027212	500	M72027212	0	1890	0	0	
3751	3752	AGV	ALL	37513752	1000	M37513752	0	2899	50000	0	
3752	3753	AGV	ALL	37523753	1000	M37523753	0	2500	0	0	
3753	3754	AGV	ALL	37533754	1000	M37533754	0	2703	0	0	
2140	2040	AGV	ALL	21402040	500	M21402040	0	2085	0	0	
3754	3755	AGV	ALL	37543755	1000	M37543755	0	2696	0	0	
3755	3756	AGV	ALL	37553756	1000	M37553756	0	3117	0	0	
2141	2041	AGV	ALL	21412041	500	M21412041	0	2034	0	0	
3756	3757	AGV	ALL	37563757	1000	M37563757	0	1782	0	0	
3757	4035	AGV	ALL	37574035	600	M37574035	0	2959	5000	0	
7210	7212	AGV	ALL	72107212	15	M72107212	0	0	0	0	
4001	4002	AGV	ALL	40014002	1000	M40014002	0	1943	0	0	
4002	4003	AGV	ALL	40024003	600	M40024003	0	3672	0	0	
4003	3000	AGV	ALL	40033000	600	M40033000	0	3938	0	0	
4004	4005	AGV	ALL	40044005	1000	M40044005	0	2200	0	0	
4005	4006	AGV	ALL	40054006	600	M40054006	0	2399	30000	0	
7212	7210	AGV	ALL	72127210	-15	M72127210	0	0	0	0	
4007	4008	AGV	ALL	40074008	1000	M40074008	0	2313	0	0	
4008	4009	AGV	ALL	40084009	1000	M40084009	0	2114	0	0	
4009	2537	AGV	ALL	40092537	600	M40092537	0	3784	0	0	
2142	2042	AGV	ALL	21422042	500	M21422042	0	1984	0	0	
2145	2045	AGV	ALL	21452045	500	M21452045	0	1963	0	0	
4010	4011	AGV	ALL	40104011	1000	M40104011	0	3714	0	0	
4011	4012	AGV	ALL	40114012	1000	M40114012	0	2900	0	0	
4012	4013	AGV	ALL	40124013	1000	M40124013	0	2564	0	0	
4013	3023	AGV	ALL	40133023	600	M40133023	0	3825	0	0	
4014	4015	AGV	ALL	40144015	1000	M40144015	0	2078	0	0	
4015	4016	AGV	ALL	40154016	1000	M40154016	0	2505	0	0	
4016	2527	AGV	ALL	40162527	500	M40162527	0	3167	0	0	
4016	4017	AGV	ALL	40164017	1000	M40164017	0	2916	0	0	
7212	7242	AGV	ALL	72127242	1000	M72127242	0	5644	0	0	
7240	7242	AGV	ALL	72407242	15	M72407242	0	0	0	0	
4018	4019	AGV	ALL	40184019	1000	M40184019	0	2099	0	0	
4019	4020	AGV	ALL	40194020	1000	M40194020	0	900	0	0	
4020	3033	AGV	ALL	40203033	600	M40203033	0	5869	0	0	
4021	4022	AGV	ALL	40214022	1000	M40214022	0	1678	0	0	
612	615	APL	ALL	6120615	50	M06120615	0	2100	0	0	
4022	4023	AGV	ALL	40224023	1000	M40224023	0	2921	0	0	
4023	4024	AGV	ALL	40234024	600	M40234024	0	4717	0	0	
4024	4025	AGV	ALL	40244025	600	M40244025	0	4319	0	0	
4025	4026	AGV	ALL	40254026	1000	M40254026	0	2599	0	0	
613	611	APL	ALL	6130611	-50	M06130611	0	700	0	0	
4026	4027	AGV	ALL	40264027	1000	M40264027	0	3268	0	0	
4027	3041	AGV	ALL	40273041	600	M40273041	0	3701	0	0	
4028	4029	AGV	ALL	40284029	1000	M40284029	0	2578	0	0	
4029	4030	AGV	ALL	40294030	1000	M40294030	0	3151	0	0	
4030	2509	AGV	ALL	40302509	400	M40302509	0	3014	0	0	
4030	4031	AGV	ALL	40304031	1000	M40304031	0	1971	0	0	
4031	2009	AGV	ALL	40312009	600	M40312009	0	6688	0	0	
7242	7240	AGV	ALL	72427240	-15	M72427240	0	0	0	0	
4032	4033	AGV	ALL	40324033	1000	M40324033	0	2200	0	0	
4033	4034	AGV	ALL	40334034	1000	M40334034	0	1551	0	0	
4034	3049	AGV	ALL	40343049	600	M40343049	0	4540	0	0	
4035	2750	AGV	ALL	40352750	600	M40352750	0	2924	0	0	
4035	4036	AGV	ALL	40354036	1000	M40354036	0	1653	0	0	
4036	4037	AGV	ALL	40364037	1000	M40364037	0	1145	0	0	
4037	4038	AGV	ALL	40374038	1000	M40374038	0	4917	0	0	
2146	2046	AGV	ALL	21462046	500	M21462046	0	1993	0	0	
4038	4039	AGV	ALL	40384039	1000	M40384039	0	4445	0	0	
4039	4040	AGV	ALL	40394040	1000	M40394040	0	1654	0	0	
4040	4041	AGV	ALL	40404041	1000	M40404041	0	1750	0	0	
2147	2047	AGV	ALL	21472047	500	M21472047	0	2062	0	0	
2148	2048	AGV	ALL	21482048	500	M21482048	0	2086	0	0	
2149	2049	AGV	ALL	21492049	500	M21492049	0	2062	0	0	
7270	7272	AGV	ALL	72707272	15	M72707272	0	0	0	0	
4046	4047	AGV	ALL	40464047	1000	M40464047	0	3390	0	0	
7272	7270	AGV	ALL	72727270	-15	M72727270	0	0	0	0	
7272	7282	AGV	ALL	72727282	500	M72727282	0	1882	0	0	
613	612	APL	ALL	6130612	-50	M06130612	0	1400	0	0	
613	614	APL	ALL	6130614	-50	M06130614	0	2100	0	0	
4101	2752	AGV	ALL	41012752	600	M41012752	0	3143	0	0	
613	615	APL	ALL	6130615	50	M06130615	0	700	0	0	
4101	4102	AGV	ALL	41014102	1000	M41014102	0	3496	0	0	
4102	3572	AGV	ALL	41023572	600	M41023572	0	3417	0	0	
2151	2051	AGV	ALL	21512051	500	M21512051	0	2039	0	0	
614	611	APL	ALL	6140611	50	M06140611	0	1400	0	0	
614	612	APL	ALL	6140612	50	M06140612	0	700	0	0	
4201	2754	AGV	ALL	42012754	600	M42012754	0	3289	0	0	
614	613	APL	ALL	6140613	50	M06140613	0	2100	0	0	
4201	4202	AGV	ALL	42014202	1000	M42014202	0	3496	0	0	
4202	3570	AGV	ALL	42023570	600	M42023570	0	3507	0	0	
4506	4507	AGV	ALL	45064507	1000	M45064507	0	2676	0	0	
4500	4501	AGV	ALL	45004501	1000	M45004501	0	4247	0	0	
4501	4502	AGV	ALL	45014502	1000	M45014502	0	1257	0	0	
4502	4503	AGV	ALL	45024503	1000	M45024503	0	1819	0	0	
4503	3500	AGV	ALL	45033500	600	M45033500	0	4770	0	0	
4504	4505	AGV	ALL	45044505	1000	M45044505	0	4194	0	0	
4505	4506	AGV	ALL	45054506	1000	M45054506	0	1607	0	0	
4507	3511	AGV	ALL	45073511	600	M45073511	0	3407	0	0	
4508	4509	AGV	ALL	45084509	1000	M45084509	0	2564	0	0	
4509	4510	AGV	ALL	45094510	1000	M45094510	0	2900	0	0	
4510	2037	AGV	ALL	45102037	600	M45102037	0	3723	30000	0	
4510	4511	AGV	ALL	45104511	1000	M45104511	0	3914	0	0	
4511	2537	AGV	ALL	45112537	600	M45112537	0	3883	0	0	
4511	4512	AGV	ALL	45114512	1000	M45114512	0	4364	0	0	
4512	4513	AGV	ALL	45124513	1000	M45124513	0	2450	0	0	
4513	4514	AGV	ALL	45134514	1000	M45134514	0	2313	0	0	
4514	3528	AGV	ALL	45143528	600	M45143528	0	4183	0	0	
4515	4516	AGV	ALL	45154516	1000	M45154516	0	2800	0	0	
4516	4517	AGV	ALL	45164517	1000	M45164517	0	2899	0	0	
4517	2027	AGV	ALL	45172027	500	M45172027	0	3386	0	0	
4517	4518	AGV	ALL	45174518	1000	M45174518	0	4211	0	0	
4518	2528	AGV	ALL	45182528	600	M45182528	0	3368	0	0	
4518	4519	AGV	ALL	45184519	1000	M45184519	0	4104	0	0	
4519	4520	AGV	ALL	45194520	1000	M45194520	0	1952	0	0	
4520	4521	AGV	ALL	45204521	1000	M45204521	0	2131	0	0	
7554	7542	AGV	ALL	75547542	1000	M75547542	0	1657	0	0	
4522	4523	AGV	ALL	45224523	1000	M45224523	0	2854	0	0	
614	615	APL	ALL	6140615	50	M06140615	0	2800	0	0	
4523	4524	AGV	ALL	45234524	1000	M45234524	0	3171	0	0	
4524	2019	AGV	ALL	45242019	500	M45242019	0	3347	0	0	
4524	4525	AGV	ALL	45244525	1000	M45244525	0	3750	0	0	
4525	2519	AGV	ALL	45252519	600	M45252519	0	3895	0	0	
4525	4526	AGV	ALL	45254526	1000	M45254526	0	4626	0	0	
4526	4527	AGV	ALL	45264527	1000	M45264527	0	2373	0	0	
615	611	APL	ALL	6150611	-50	M06150611	0	1400	0	0	
4527	4528	AGV	ALL	45274528	1000	M45274528	0	2799	0	0	
4528	3547	AGV	ALL	45283547	600	M45283547	0	3537	0	0	
615	612	APL	ALL	6150612	-50	M06150612	0	2100	0	0	
4530	4531	AGV	ALL	45304531	800	M45304531	0	2708	0	0	
4531	4532	AGV	ALL	45314532	800	M45314532	0	3000	0	0	
4532	2010	AGV	ALL	45322010	400	M45322010	0	3246	0	0	
4532	4533	AGV	ALL	45324533	1000	M45324533	0	4099	0	0	
4533	2510	AGV	ALL	45332510	600	M45332510	0	3354	0	0	
4533	4534	AGV	ALL	45334534	1000	M45334534	0	4116	0	0	
4534	4535	AGV	ALL	45344535	1000	M45344535	0	3005	0	0	
4535	4536	AGV	ALL	45354536	1000	M45354536	0	2578	0	0	
4536	3563	AGV	ALL	45363563	400	M45363563	0	3026	0	0	
7563	7554	AGV	ALL	75637554	1000	M75637554	0	1726	0	0	
2057	2038	AGV	ALL	20572038	600	M20572038	0	2912	0	0	
3565	2757	AGV	ALL	35652757	700	M35652757	0	9865	0	0	
4540	4541	AGV	ALL	45404541	1000	M45404541	0	1375	0	0	
4541	4542	AGV	ALL	45414542	1000	M45414542	0	2119	0	0	
4542	2000	AGV	ALL	45422000	600	M45422000	0	5472	0	0	
4542	4543	AGV	ALL	45424543	1000	M45424543	0	4382	0	0	
4543	4544	AGV	ALL	45434544	1000	M45434544	0	6153	0	0	
4544	4545	AGV	ALL	45444545	1000	M45444545	0	2346	0	0	
4545	4546	AGV	ALL	45454546	1000	M45454546	0	954	0	0	
4546	7585	AGV	ALL	45467585	600	M45467585	0	4374	0	0	
4600	3566	AGV	ALL	46003566	-500	M46003566	0	3245	0	0	
4600	4601	AGV	ALL	46004601	1000	M46004601	0	1600	0	0	
4601	3751	AGV	ALL	46013751	600	M46013751	0	4440	0	0	
4602	2751	AGV	ALL	46022751	600	M46022751	0	3212	0	0	
7203	2057	AGV	ALL	72032057	500	M72032057	0	3920	30000	0	
2152	2052	AGV	ALL	21522052	500	M21522052	0	2080	0	0	
2517	6122	AGV	ALL	25176122	-500	M25176122	0	3869	0	0	
6790	2551	AGV	ALL	67902551	500	M67902551	0	5026	0	0	
6800	2549	AGV	ALL	68002549	500	M68002549	0	5578	0	0	
5010	5011	AGV	ALL	50105011	-500	M50105011	0	1779	0	0	
6810	2543	AGV	ALL	68102543	500	M68102543	0	5071	0	0	
5011	5010	AGV	ALL	50115010	1000	M50115010	0	1779	0	0	
6820	2541	AGV	ALL	68202541	700	M68202541	0	4207	0	0	
6830	2539	AGV	ALL	68302539	700	M68302539	0	4191	0	0	
5020	5021	AGV	ALL	50205021	-500	M50205021	0	1761	0	0	
3756	4036	AGV	ALL	37564036	700	M37564036	0	5882	0	0	
5021	5020	AGV	ALL	50215020	1000	M50215020	0	1761	0	0	
7020	3018	AGV	ALL	70203018	700	M70203018	0	2159	0	0	
7030	3017	AGV	ALL	70303017	700	M70303017	0	2159	0	0	
5030	5031	AGV	ALL	50305031	-500	M50305031	0	1779	0	0	
7040	3016	AGV	ALL	70403016	700	M70403016	0	2160	0	0	
5031	5030	AGV	ALL	50315030	1000	M50315030	0	1779	0	0	
7050	3015	AGV	ALL	70503015	700	M70503015	0	2159	0	0	
7060	3014	AGV	ALL	70603014	700	M70603014	0	2158	0	0	
5040	5041	AGV	ALL	50405041	-500	M50405041	0	1765	0	0	
7070	3013	AGV	ALL	70703013	700	M70703013	0	2158	0	0	
5041	5040	AGV	ALL	50415040	1000	M50415040	0	1765	0	0	
7080	3011	AGV	ALL	70803011	700	M70803011	0	2158	0	0	
7090	3010	AGV	ALL	70903010	700	M70903010	0	2228	0	0	
5050	5051	AGV	ALL	50505051	-500	M50505051	0	1788	0	0	
7100	3009	AGV	ALL	71003009	700	M71003009	0	2227	0	0	
5051	5050	AGV	ALL	50515050	1000	M50515050	0	1788	0	0	
7110	3008	AGV	ALL	71103008	700	M71103008	0	2227	0	0	
7120	3007	AGV	ALL	71203007	700	M71203007	0	2228	0	0	
5060	5061	AGV	ALL	50605061	-500	M50605061	0	1765	0	0	
7130	3006	AGV	ALL	71303006	700	M71303006	0	2226	0	0	
5061	5060	AGV	ALL	50615060	1000	M50615060	0	1765	0	0	
3042	5122	AGV	ALL	30425122	-500	M30425122	0	4113	0	0	
5120	5122	AGV	ALL	51205122	-20	M51205122	0	0	0	0	
5070	5071	AGV	ALL	50705071	-500	M50705071	0	1779	0	0	
4037	7585	AGV	ALL	40377585	500	M40377585	0	5755	0	0	
5071	5070	AGV	ALL	50715070	1000	M50715070	0	1779	0	0	
5122	3042	AGV	ALL	51223042	600	M51223042	0	4113	0	0	
4047	4052	AGV	ALL	40474052	600	M40474052	0	3654	0	0	
5080	5081	AGV	ALL	50805081	-500	M50805081	0	1756	0	0	
5122	5120	AGV	ALL	51225120	20	M51225120	0	0	0	0	
5081	5080	AGV	ALL	50815080	1000	M50815080	0	1756	0	0	
4051	4028	AGV	ALL	40514028	600	M40514028	0	3591	0	0	
4052	4051	AGV	ALL	40524051	1000	M40524051	0	2487	0	0	
5090	5091	AGV	ALL	50905091	-500	M50905091	0	1778	0	0	
7220	3516	AGV	ALL	72203516	500	M72203516	0	2921	0	0	
5091	5090	AGV	ALL	50915090	1000	M50915090	0	1778	0	0	
7230	3517	AGV	ALL	72303517	700	M72303517	0	2266	0	0	
7550	7552	AGV	ALL	75507552	20	M75507552	0	0	0	0	
5100	5101	AGV	ALL	51005101	-500	M51005101	0	1760	0	0	
6120	6122	AGV	ALL	61206122	-20	M61206122	0	0	0	0	
5101	5100	AGV	ALL	51015100	1000	M51015100	0	1760	0	0	
7260	3521	AGV	ALL	72603521	700	M72603521	0	2269	0	0	
7552	7543	AGV	ALL	75527543	600	M75527543	0	4073	0	0	
6122	2517	AGV	ALL	61222517	500	M61222517	0	3869	0	0	
7563	7543	AGV	ALL	75637543	500	M75637543	0	5856	0	0	
6122	6120	AGV	ALL	61226120	20	M61226120	0	0	0	0	
7290	3524	AGV	ALL	72903524	700	M72903524	0	2630	0	0	
7162	7172	AGV	ALL	71627172	500	M71627172	0	1863	0	0	
5120	5121	AGV	ALL	51205121	-500	M51205121	0	1750	0	0	
7310	7313	AGV	ALL	73107313	1000	M73107313	0	2900	0	0	
5121	5120	AGV	ALL	51215120	1000	M51215120	0	1750	0	0	
7313	7310	AGV	ALL	73137310	-500	M73137310	0	2900	0	0	
7320	2781	AGV	ALL	73202781	700	M73202781	0	1995	0	0	
5130	5131	AGV	ALL	51305131	-500	M51305131	0	1599	0	0	
7482	2766	AGV	ALL	74822766	700	M74822766	0	5123	0	0	
5131	5130	AGV	ALL	51315130	1000	M51315130	0	1599	0	0	
7320	7323	AGV	ALL	73207323	1000	M73207323	0	2600	0	0	
2040	2141	AGV	ALL	20402141	1000	M20402141	0	1914	5000	0	
5140	5141	AGV	ALL	51405141	-500	M51405141	0	1599	0	0	
7330	2780	AGV	ALL	73302780	700	M73302780	0	1994	0	0	
5141	5140	AGV	ALL	51415140	1000	M51415140	0	1599	0	0	
7330	7333	AGV	ALL	73307333	1000	M73307333	0	2600	0	0	
5150	5151	AGV	ALL	51505151	-500	M51505151	0	1600	0	0	
7340	2779	AGV	ALL	73402779	700	M73402779	0	1994	0	0	
5151	5150	AGV	ALL	51515150	1000	M51515150	0	1600	0	0	
7340	7343	AGV	ALL	73407343	1000	M73407343	0	2900	0	0	
5160	5161	AGV	ALL	51605161	-500	M51605161	0	1649	0	0	
7350	2778	AGV	ALL	73502778	700	M73502778	0	1994	0	0	
5161	5160	AGV	ALL	51615160	1000	M51615160	0	1649	0	0	
7350	7353	AGV	ALL	73507353	1000	M73507353	0	2600	0	0	
5170	5171	AGV	ALL	51705171	-500	M51705171	0	1599	0	0	
3526	3528	AGV	ALL	35263528	600	M35263528	0	4282	0	0	
5171	5170	AGV	ALL	51715170	1000	M51715170	0	1599	0	0	
7280	7282	AGV	ALL	72807282	15	M72807282	0	0	0	0	
7282	3524	AGV	ALL	72823524	700	M72823524	0	3831	0	0	
5340	5341	AGV	ALL	53405341	-500	M53405341	0	1786	0	0	
7282	7280	AGV	ALL	72827280	-15	M72827280	0	0	0	0	
5341	5340	AGV	ALL	53415340	1000	M53415340	0	1786	0	0	
7370	7373	AGV	ALL	73707373	1000	M73707373	0	2480	0	0	
5350	5351	AGV	ALL	53505351	-500	M53505351	0	1773	0	0	
7380	2775	AGV	ALL	73802775	700	M73802775	0	1998	0	0	
5351	5350	AGV	ALL	53515350	1000	M53515350	0	1773	0	0	
7380	7383	AGV	ALL	73807383	1000	M73807383	0	2600	0	0	
5360	5361	AGV	ALL	53605361	-500	M53605361	0	1786	0	0	
7390	2773	AGV	ALL	73902773	700	M73902773	0	1993	0	0	
5361	5360	AGV	ALL	53615360	1000	M53615360	0	1786	0	0	
7390	7393	AGV	ALL	73907393	1000	M73907393	0	2600	0	0	
5370	5371	AGV	ALL	53705371	-500	M53705371	0	1773	0	0	
7400	2772	AGV	ALL	74002772	700	M74002772	0	1994	0	0	
5371	5370	AGV	ALL	53715370	1000	M53715370	0	1773	0	0	
7400	7403	AGV	ALL	74007403	1000	M74007403	0	2600	0	0	
5380	5381	AGV	ALL	53805381	-500	M53805381	0	1789	0	0	
7410	2771	AGV	ALL	74102771	700	M74102771	0	1994	0	0	
5381	5380	AGV	ALL	53815380	1000	M53815380	0	1789	0	0	
7331	7330	AGV	ALL	73317330	1000	M73317330	0	7900	0	0	
7360	7362	AGV	ALL	73607362	-15	M73607362	0	0	0	0	
5390	5391	AGV	ALL	53905391	-500	M53905391	0	1773	0	0	
7430	7433	AGV	ALL	74307433	1000	M74307433	0	2480	0	0	
5391	5390	AGV	ALL	53915390	1000	M53915390	0	1773	0	0	
7440	2768	AGV	ALL	74402768	700	M74402768	0	1999	0	0	
5400	5401	AGV	ALL	54005401	-500	M54005401	0	1786	0	0	
7440	7443	AGV	ALL	74407443	1000	M74407443	0	2600	0	0	
5401	5400	AGV	ALL	54015400	1000	M54015400	0	1786	0	0	
7450	2767	AGV	ALL	74502767	700	M74502767	0	2001	0	0	
5410	5411	AGV	ALL	54105411	-500	M54105411	0	1783	0	0	
7450	7453	AGV	ALL	74507453	1000	M74507453	0	2600	0	0	
5411	5410	AGV	ALL	54115410	1000	M54115410	0	1783	0	0	
7460	2766	AGV	ALL	74602766	700	M74602766	0	1993	0	0	
5420	5421	AGV	ALL	54205421	-500	M54205421	0	1786	0	0	
7460	7463	AGV	ALL	74607463	1000	M74607463	0	2600	0	0	
5421	5420	AGV	ALL	54215420	1000	M54215420	0	1786	0	0	
7470	2765	AGV	ALL	74702765	700	M74702765	0	1995	0	0	
615	613	APL	ALL	6150613	-50	M06150613	0	700	0	0	
7470	7473	AGV	ALL	74707473	1000	M74707473	0	2900	0	0	
615	614	APL	ALL	6150614	-50	M06150614	0	2800	0	0	
5440	5441	AGV	ALL	54405441	-500	M54405441	0	1786	0	0	
7362	7360	AGV	ALL	73627360	15	M73627360	0	0	0	0	
5441	5440	AGV	ALL	54415440	1000	M54415440	0	1786	0	0	
7500	2762	AGV	ALL	75002762	700	M75002762	0	1994	0	0	
7500	7503	AGV	ALL	75007503	1000	M75007503	0	2600	0	0	
5450	5451	AGV	ALL	54505451	-500	M54505451	0	1773	0	0	
5451	5450	AGV	ALL	54515450	1000	M54515450	0	1773	0	0	
7510	2761	AGV	ALL	75102761	700	M75102761	0	1993	0	0	
